Price,Close,High,Low,Open,Volume
Ticker,IWM,IWM,IWM,IWM,IWM
Date,,,,,
2023-04-17,172.4993438720703,172.5765351879878,170.5406602392211,170.75293267730962,22177300
2023-04-18,171.76605224609375,173.3194925467166,170.72399154231522,173.28088952653678,22873100
2023-04-19,171.98797607421875,172.5089990889489,170.3766458911918,170.85908060668748,19306800
2023-04-20,171.1002655029297,172.1616128420157,170.31872376774066,170.92658138247862,20336300
2023-04-21,171.3221893310547,171.70814588194557,169.68191447729515,171.5634066543351,25972800
2023-04-24,171.20639038085938,172.1809029566072,170.29941099217558,171.14850058545153,17781000
2023-04-25,166.9803009033203,169.7591295680569,166.93205448735824,169.46002240092687,28857900
2023-04-26,165.3689422607422,167.30832417759305,164.99264383739094,166.17942890753926,30309800
2023-04-27,167.57850646972656,167.75219061355483,164.93477379710177,165.9864778854487,33424100
2023-04-28,169.0450897216797,169.65296206069345,167.09604971354992,167.20218592000097,31911900
2023-05-01,169.14158630371094,171.1099131403257,168.6205486521675,168.852122577602,27420100
2023-05-02,165.66802978515625,168.3214199424462,163.95056387934736,168.27317354049396,40851100
2023-05-03,166.2759552001953,169.5275605572224,166.14087406519909,166.16981897107402,43261400
2023-05-04,164.41372680664062,165.53297875516247,162.85064321411912,165.30141954011484,42382100
2023-05-05,168.32142639160156,168.94860019554085,167.01886182539295,167.2021746034593,35456800
2023-05-08,167.9355010986328,169.382805018375,167.04782312791934,169.10298468249223,22109900
2023-05-09,167.43377685546875,168.14778547349357,166.11191055939395,166.90309576928396,21465500
2023-05-10,168.28286743164062,169.8363076792628,166.65223586903087,169.77841787370662,27281900
2023-05-11,166.9899444580078,167.67499344761725,166.06366340962444,167.13466897053436,25884600
2023-05-12,166.6522216796875,168.08988219378992,165.61980449271252,167.5495430348833,20406400
2023-05-15,168.68809509277344,169.53718475587044,166.74871317345765,167.22148968998857,24310000
2023-05-16,166.22769165039062,168.66880994584398,166.17944523799179,167.51096966196198,24212900
2023-05-17,169.93276977539062,170.29942480636274,166.11189574118148,167.33726910400708,38231600
2023-05-18,170.9652099609375,171.3318650412528,168.8714451465752,169.39246814036247,30446600
2023-05-19,169.9231414794922,172.60547708933893,169.09335325123283,172.23882202579196,34316300
2023-05-22,171.9976043701172,172.73091449585257,169.8555932435263,170.41521923110514,28207200
2023-05-23,171.1870880126953,174.18783174901768,171.14849972352954,171.6598792107039,32708900
2023-05-24,169.37313842773438,170.53099328377948,168.53370690756412,170.3476657741478,28744200
2023-05-25,168.05130004882812,169.36352300938123,166.63294086636492,169.09336075774428,36202600
2023-05-26,169.96170043945312,170.18363095157713,167.9065390942296,168.17670128724242,29841300
2023-05-30,169.3345489501953,171.31253380555674,168.62054042366765,170.50204719019194,25572600
2023-05-31,167.6653594970703,169.82665752712356,166.30489011174947,168.5530375769477,34598800
2023-06-01,169.47930908203125,170.04859323364124,166.85486306093594,167.75219928449806,27800900
2023-06-02,175.62551879882812,175.69305199580845,171.21605891315008,171.7563833799427,50212400
2023-06-05,173.27122497558594,174.89219827948693,172.1712745985855,174.89219827948693,34465800
2023-06-06,177.83506774902344,178.46224166089326,172.64406592872947,172.64406592872947,58584500
2023-06-07,181.1624298095703,181.6752254933807,178.95643693036504,178.95643693036504,60685600
